10058,DDL_RESOURCE_GOVERNOR_EVENTS,10002
10059,DDL_RESOURCE_POOL,10058
10060,DDL_WORKLOAD_GROUP,10058
10061,DDL_CRYPTOGRAPHIC_PROVIDER_EVENTS,10005
10062,DDL_DATABASE_ENCRYPTION_KEY_EVENTS,10029
10063,DDL_BROKER_PRIORITY_EVENTS,10041
10064,DDL_SERVER_AUDIT_EVENTS,10005
10065,DDL_SERVER_AUDIT_SPECIFICATION_EVENTS,10005
10066,DDL_DATABASE_AUDIT_SPECIFICATION_EVENTS,10029
10067,DDL_FULLTEXT_STOPLIST_EVENTS,10016
10069,DDL_SEARCH_PROPERTY_LIST_EVENTS,10016
10070,DDL_SEQUENCE_EVENTS,10016
10071,DDL_AVAILABILITY_GROUP_EVENTS,10002
10072,DDL_DATABASE_AUDIT_EVENTS,10029
10073,DDL_SECURITY_POLICY_EVENTS,10016
10074,DDL_COLUMN_MASTER_KEY_EVENTS,10016
10075,DDL_COLUMN_ENCRYPTION_KEY_EVENTS,10016
10076,DDL_EXTERNAL_RESOURCE_POOL_EVENTS,10058
10077,DDL_LIBRARY_EVENTS,10016
11000,TRC_ALL_EVENTS,
11002,TRC_DATABASE,11000
11003,TRC_ERRORS_AND_WARNINGS,11000
11004,TRC_LOCKS,11000
11005,TRC_OBJECTS,11000
11006,TRC_PERFORMANCE,11000
11008,TRC_SECURITY_AUDIT,11000
11009,TRC_SERVER,11000
11011,TRC_STORED_PROCEDURES,11000
11013,TRC_TSQL,11000
11014,TRC_USER_CONFIGURABLE,11000
11015,TRC_OLEDB,11000
11017,TRC_FULL_TEXT,11000
11018,TRC_DEPRECATION,11000
11020,TRC_CLR,11000
11021,TRC_QUERY_NOTIFICATIONS,11000
